id;LOCphy_C;MVG_C;Volume_C;MI_C;qwen2_5_coder_32b_SLOC_R;qwen2_5_coder_32b_Cyclomatic_R;qwen2_5_coder_32b_Volume_R;qwen2_5_coder_32b_MI_R;qwen2_5_coder_32b_total_unsafe_block_R;qwen2_5_coder_32b_avg_unsafe_stmt_R;qwen2_5_coder_32b_total_uniq_type_R
json.h:allow_leading_plus_sign_prep:json_write_pretty_array;41.0;12.0;1631.08;69.6157;12.0;2.0;404.2378157601339;99.07409481368231;1;6.0;5
libxml2:c14n_prep:xmlC14NExecute;50.0;11.0;1957.14;65.6832;24.0;6.0;539.757965516937;85.42169964757005;0;0.0;1
transcoder-set:DYNAMIC_PROGRAMMING_SET_36_CUT_A_ROPE_TO_MAXIMIZE_PRODUCT_1_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;75.28421251514428;130.27187457489046;0;0.0;2
pth-2.0.7:pth_high_prep:pth_recv_ev;4.0;1.0;200.674;120.743;3.0;1.0;191.75555960140377;125.64012946762435;0;0.0;5
transcoder-set:NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE_prep:f_filled;1.0;1.0;46.507;150.804;1.0;1.0;43.18506523353571;151.18942743888599;0;0.0;3
nettle-3.9.1:cnd-memcpy_prep:nettle_cnd_memcpy;16.0;2.0;552.202;92.7917;15.0;3.0;518.0575847114416;93.93913744406146;0;0.0;4
tar-1.34:acl-errno-valid_prep:acl_errno_valid;12.0;5.0;185.843;102.425;9.0;6.0;133.437600046154;108.57806529060129;0;0.0;1
cflow-1.7:wordsplit_prep:wordsplit_perror;17.0;3.0;446.248;92.6874;22.0;4.0;551.0323889115764;87.18378559030452;0;0.0;1
libxml2:libxml2-py_prep:libxml_xmlUCSIsCatMn;13.0;3.0;518.058;96.2574;14.0;3.0;475.63310013269273;95.5011081135716;0;0.0;5
transcoder-set:MODULAR_EXPONENTIATION_POWER_IN_MODULAR_ARITHMETIC_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
transcoder-set:UGLY_NUMBERS_prep:len;1.0;1.0;121.114;145.827;5.0;1.0;112.0;120.1609116878331;1;1.0;1
nettle-3.9.1:curve448-eh-to-x_prep:_nettle_curve448_eh_to_x;8.0;1.0;514.387;104.62;6.0;1.0;388.9735285398626;110.73323788386574;0;0.0;3
libxml2:libxml2-py_prep:libxml_xmlUCSIsMusicalSymbols;13.0;3.0;518.058;96.2574;14.0;3.0;423.9338501182696;96.09946862845251;0;0.0;3
libxml2:xmlschemastypes_prep:xmlSchemaValidatePredefinedType;5.0;1.0;159.911;118.309;3.0;1.0;126.71134807876051;127.79454034440036;0;0.0;3
tinycc:tccelf_prep:section_ptr_add;5.0;1.0;142.702;118.901;6.0;1.0;151.26748332105768;115.64443824983817;1;2.0;1
transcoder-set:HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
transcoder-set:COUNT_PALINDROMIC_SUBSEQUENCE_GIVEN_STRING_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
libosip2-5.3.1:osip_to_prep:osip_to_parse;3.0;1.0;106.274;128.709;3.0;1.0;68.11428751370197;131.02230855938677;0;0.0;2
nettle-3.9.1:gcm-camellia128_prep:nettle_gcm_camellia128_digest;6.0;2.0;446.934;109.781;9.0;2.0;334.35764566378015;104.7214635266324;1;4.0;3
libxml2:libxml2-py_prep:libxml_xmlXPathNotEqualValues;13.0;3.0;655.39;95.0346;13.0;4.0;285.2932501298081;99.12952889386253;1;4.0;2
dap-3.10:sbstrans_prep:linecpy;15.0;5.0;288.853;96.5168;20.0;5.0;441.84133350526264;89.64619278138748;1;13.0;2
libxml2:xpath_prep:xmlXPathCastStringToNumber;4.0;1.0;66.6079;126.478;3.0;1.0;43.18506523353571;133.3919083624626;0;0.0;1
cflow-1.7:output_prep:symbol_is_function;5.0;2.0;93.4544;120.872;9.0;3.0;127.43782540330756;109.50729311797055;1;4.0;1
tmux:environ_prep:environ_for_session;21.0;4.0;757.876;86.28;19.0;4.0;713.4496501990391;88.21550682868;0;0.0;2
units-2.22:units_prep:freefunction;19.0;10.0;877.689;85.7582;19.0;10.0;738.6268548791752;86.6551656607074;1;22.0;1
tulipindicators-0.9.1:tiamalgamation_prep:ti_trima_start;3.0;1.0;87.5684;129.716;3.0;1.0;64.5293250129808;131.30345810999222;1;1.0;1
cpio-2.14:copyin_prep:warn_junk_bytes;7.0;1.0;101.579;115.218;5.0;1.0;137.6075250475963;119.09019663694852;1;1.0;1
libxml2:list_prep:xmlListRemoveLast;13.0;3.0;315.782;98.8315;12.0;3.0;247.58797503894243;101.39332921096147;0;0.0;2
transcoder-set:FIND_THE_MINIMUM_DISTANCE_BETWEEN_TWO_NUMBERS_1_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
binn-3.0:binn_prep:binn_object_read_pair;7.0;4.0;402.365;107.37;7.0;4.0;475.0;106.5070186043238;0;0.0;6
mtools-4.0.43:mainloop_prep:mpPickTargetName;7.0;2.0;118.536;114.185;9.0;2.0;117.20671786825557;110.17247803213813;1;4.0;1
transcoder-set:CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED_1_prep:f_filled;1.0;1.0;46.6045;150.793;5.0;1.0;72.33974351909448;122.43396267723514;0;0.0;2
findutils-4.9.0:pred_prep:pred_print0;5.0;1.0;127.438;119.489;3.0;1.0;91.3765181293825;129.49454055610036;0;0.0;3
json-c:json_object_prep:json_object_set_uint64;8.0;3.0;247.71;107.959;10.0;3.0;220.0782000346155;104.95941021643672;1;2.0;2
optipng-0.7.8:pngrutil_prep:png_get_int_32;11.0;3.0;623.175;98.003;13.0;3.0;445.87766793481876;97.03758834739813;1;7.0;1
tar-1.34:xheader_prep:xheader_format_name;99.0;24.0;3995.46;47.9159;57.0;13.0;1546.5973476959637;64.32474426739172;1;38.0;3
enscript-1.6.6:lex_prep:yyget_out;4.0;1.0;38.0537;129.389;3.0;1.0;36.541209043760986;134.26058960271106;1;1.0;0
wget-1.21.4:ftp-basic_prep:ftp_cwd;30.0;10.0;1378.27;76.012;26.0;5.0;738.7603172731258;82.72297370478336;1;7.0;3
mcsim-6.2.0:lex_prep:ENextLex;8.0;2.0;290.048;107.369;9.0;3.0;343.4823416925963;104.3514561898239;0;0.0;5
wget-1.21.4:warc_prep:warc_tempfile;17.0;4.0;532.502;91.5385;15.0;4.0;550.0163771234336;93.39785685941365;0;0.0;0
lodepng:lodepng_prep:lodepng_decompress_settings_init;8.0;1.0;191.157;109.767;10.0;1.0;220.0;105.4212582524642;1;6.0;1
nettle-3.9.1:cfb_prep:nettle_cfb8_encrypt;29.0;3.0;967.229;80.0127;13.0;1.0;475.0;97.16858342814297;1;2.0;2
json.h:allow_no_commas_prep:json_extract_value_ex;23.0;3.0;734.426;85.1997;19.0;3.0;724.1140178224241;88.36835444903691;1;1.0;4
nano-7.2:global_prep:flip_goto;1.0;1.0;22.4588;154.589;3.0;1.0;22.458839376460833;136.79172270480979;0;0.0;0
dap-3.10:daprun_prep:dappprun;30.0;7.0;1162.85;77.5857;27.0;6.0;1225.7910379608188;79.24846613951405;1;19.0;2
tmux:layout_prep:layout_assign_pane;6.0;1.0;177.199;114.822;6.0;1.0;144.5549520375152;115.88046602238364;1;2.0;2
findutils-4.9.0:pred_prep:pred_ipath;8.0;2.0;274.786;107.65;9.0;2.0;173.9178331268546;108.12033043293333;1;4.0;3
json.h:allow_single_quoted_strings_prep:json_write_get_string_size;22.0;9.0;487.537;86.6704;12.0;4.0;435.98905644032214;98.22090312917658;0;0.0;3
patch-2.7.6:hash_prep:hash_print_statistics;15.0;1.0;559.621;93.9978;10.0;1.0;460.74025686597935;101.57738235309192;0;0.0;2
tulipindicators-0.9.1:ema_prep:ti_ema;17.0;6.0;1208.23;86.818;22.0;5.0;972.0579980503525;84.00215180402193;1;2.0;4
libxml2:types_prep:libxml_xmlRegexpPtrWrap;13.0;2.0;371.382;98.2182;9.0;2.0;221.65453584679364;106.85913771722052;0;0.0;1
diffutils-3.10:util_prep:translate_line_number;5.0;1.0;127.377;119.492;5.0;1.0;88.0;121.41495438328093;1;1.0;1
transcoder-set:PROGRAM_OCTAL_DECIMAL_CONVERSION_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
nettle-3.9.1:gcm_prep:nettle_gcm_digest;13.0;3.0;796.181;94.0227;10.0;1.0;569.3504148808913;100.47674183616412;1;6.0;5
transcoder-set:COUNT_DISTINCT_OCCURRENCES_AS_A_SUBSEQUENCE_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
nettle-3.9.1:des_prep:nettle_des_fix_parity;8.0;2.0;368.017;106.131;9.0;2.0;374.064536624823;104.13793447734089;0;0.0;4
transcoder-set:DYNAMIC_PROGRAMMING_SET_10_0_1_KNAPSACK_PROBLEM_prep:f_gold;5.0;4.0;482.961;111.871;7.0;4.0;498.2466101229557;106.25856077668735;1;4.0;4
wget-1.21.4:convert_prep:register_download;27.0;13.0;1542.97;76.4418;72.0;15.0;2220.0;58.200644002635;1;14.0;2
gprolog-1.5.0:wam_inst_prep:Pl_Put_Structure_Tagged;9.0;1.0;291.427;105.666;9.0;1.0;250.76823424783512;106.44741030338169;1;5.0;0
transcoder-set:FIND_NUMBER_PAIRS_ARRAY_XOR_0_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;184.47733175670794;125.84134264088652;0;0.0;2
libxml2:xpath_prep:xmlXPathMultValues;13.0;6.0;755.813;93.6033;10.0;5.0;309.0676876406254;102.73360789833349;0;0.0;2
gawk-5.2.2:ext_prep:load_ext;29.0;9.0;1956.57;74.9693;35.0;5.0;765.0;77.7260070679735;1;14.0;2
nettle-3.9.1:hkdf_prep:nettle_hkdf_expand;22.0;4.0;605.255;86.6957;36.0;4.0;833.512538500632;77.05361972160797;1;1.0;9
libxml2:uri_prep:xmlParseURI;6.0;1.0;104.0;117.593;5.0;1.0;133.97977094150824;119.22912392632244;0;0.0;2
transcoder-set:FIND_THE_ELEMENT_BEFORE_WHICH_ALL_THE_ELEMENTS_ARE_SMALLER_THAN_IT_AND_AFTER_WHICH_ALL_ARE_GREATER_THAN_IT_prep:f_filled;1.0;1.0;44.9726;150.979;4.0;1.0;76.14709844115208;125.7821630777101;0;0.0;2
tmux:window_prep:windows_RB_NFIND;1.0;4.0;549.839;137.27;16.0;4.0;446.5270442003752;93.43626286715526;0;0.0;3
transcoder-set:MAXIMUM_PRODUCT_SUBSET_ARRAY_prep:f_gold;25.0;10.0;832.358;81.588;24.0;10.0;841.2015179534867;82.19440545701332;0;0.0;5
gprolog-1.5.0:pl_config_prep:Pl_Fatal_Error;10.0;1.0;209.593;105.673;9.0;1.0;187.29612798276648;107.96496897773399;0;0.0;1
transcoder-set:N_TH_NUMBER_WHOSE_SUM_OF_DIGITS_IS_TEN_2_prep:main;14.0;3.0;555.409;94.6948;12.0;3.0;439.3192643786829;98.41133498061993;0;0.0;2
tmux:session_prep:session_group_new;12.0;3.0;600.321;96.7877;14.0;2.0;491.14287513701964;95.5642488779038;1;9.0;1
json.h:allow_no_commas_prep:json_write_minified_get_value_size;28.0;8.0;726.104;80.9223;14.0;9.0;421.99259122233263;94.7433349210419;1;9.0;2
gprolog-1.5.0:write_c_prep:Pl_Nl_0;5.0;1.0;93.209;121.116;3.0;1.0;49.82892142331043;132.6477839755311;0;0.0;0
libxml2:parser_prep:xmlWarningMsg;7.0;1.0;374.974;108.427;3.0;1.0;265.9278250418271;123.93971124839655;0;0.0;5
transcoder-set:LONGEST_COMMON_SUBSTRING_SPACE_OPTIMIZED_DP_SOLUTION_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;129.65784284662087;127.67500611001103;1;1.0;2
optipng-0.7.8:bitset_prep:opng_bitset_find_prev;11.0;4.0;382.737;100.308;10.0;4.0;299.32032633211963;103.13024700112258;0;0.0;2
nettle-3.9.1:fat-x86_64_prep:nettle_cbc_aes192_encrypt;1.0;1.0;180.085;143.764;3.0;1.0;144.0;127.12945176578143;0;0.0;5
tmux:status_prep:status_message_clear;12.0;3.0;447.697;98.3131;14.0;3.0;351.86167516009664;97.06843298386548;1;8.0;1
transcoder-set:NUMBER_NON_NEGATIVE_INTEGRAL_SOLUTIONS_B_C_N_1_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;75.28421251514428;130.27187457489046;0;0.0;2
screen-4.9.0:fileio_prep:printpipe;32.0;6.0;1205.01;76.585;36.0;8.0;1110.0210649967348;74.64389498468664;0;0.0;2
transcoder-set:SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1_prep:f_gold;16.0;5.0;466.366;92.9802;22.0;5.0;417.78636558097116;88.39326713890387;0;0.0;3
transcoder-set:PROGRAM_CALCULATE_VOLUME_ELLIPSOID_prep:f_gold;4.0;1.0;122.624;123.305;4.0;1.0;131.68575291675114;122.93385554199554;0;0.0;4
libxml2:libxml2-py_prep:libxml_xmlParseSDDecl;15.0;4.0;786.808;91.5361;19.0;4.0;557.4115101222976;89.49890896211461;0;0.0;3
transcoder-set:CALCULATE_VOLUME_DODECAHEDRON_prep:main;14.0;3.0;684.922;93.6049;12.0;3.0;538.2016034403081;97.35569954215799;1;1.0;2
snudown:stack_prep:stack_grow;17.0;4.0;594.997;90.9615;19.0;4.0;635.9328551562924;88.81360502011502;1;12.0;2
json.h:allow_leading_plus_sign_prep:json_write_string;41.0;9.0;1063.55;72.5294;53.0;10.0;1490.1398665684615;66.38681962394203;1;37.0;3
gawk-5.2.2:builtin_prep:do_strtonum;16.0;3.0;818.286;90.5166;4.0;1.0;97.70233280920246;124.48601908248673;0;0.0;1
ed-1.19:buffer_prep:modified;1.0;1.0;33.2193;152.554;3.0;1.0;27.0;135.83412922035413;0;0.0;0
screen-4.9.0:misc_prep:_delay;18.0;4.0;773.208;88.6731;18.0;4.0;731.6300875944714;88.96054730672263;0;0.0;2
cflow-1.7:symbol_prep:set_default_starter;6.0;3.0;148.677;115.274;7.0;3.0;137.6075250475963;113.17934640368486;1;2.0;0
wget-1.21.4:utils_prep:fnmatch_nocase;5.0;1.0;146.946;118.749;3.0;1.0;118.53642239625984;128.14133549179346;0;0.0;3
transcoder-set:FIND_ROTATION_COUNT_ROTATED_SORTED_ARRAY_prep:f_gold;12.0;3.0;289.508;100.58;11.0;3.0;292.5629399558076;101.93496150179308;0;0.0;3
transcoder-set:SUM_BINOMIAL_COEFFICIENTS_1_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;81.40967379910403;130.09511155839854;1;1.0;2
json-c:json_object_prep:json_object_to_json_string;4.0;1.0;100.078;124.361;3.0;1.0;70.32403072095333;130.85629035214467;0;0.0;1
transcoder-set:COUNTING_PAIRS_PERSON_CAN_FORM_PAIR_ONE_1_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
transcoder-set:MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K_prep:main;26.0;3.0;5079.35;73.1576;7.0;1.0;1841.2672744502563;100.15156696713731;0;0.0;4
uucp-1.07:getop1_prep:getopt_long;10.0;1.0;241.577;104.935;5.0;1.0;147.14866228501222;118.7416002227423;1;1.0;5
screen-4.9.0:process_prep:AddWindowFlags;32.0;14.0;1275.11;74.451;15.0;5.0;383.78049861507816;95.03921873314249;1;6.0;4
libosip2-5.3.1:osip_port_prep:osip_usleep;13.0;2.0;347.107;98.5697;12.0;2.0;339.0015018535549;99.98928867782541;0;0.0;2
heman:image_prep:heman_image_create;9.0;1.0;289.893;105.694;10.0;1.0;371.50849518197793;102.69674849155494;1;4.0;3
transcoder-set:PROGRAM_CHECK_ARRAY_SORTED_NOT_ITERATIVE_RECURSIVE_prep:f_filled;1.0;1.0;44.9726;150.979;4.0;1.0;55.506595772116384;127.42622169641146;0;0.0;2
findutils-4.9.0:pred_prep:pred_group;9.0;2.0;233.183;106.595;9.0;2.0;155.58941141594505;108.69941493825907;1;4.0;3
optipng-0.7.8:pnmout_prep:pnm_fput_values;102.0;37.0;3822.93;44.6718;17.0;4.0;371.3847874112748;93.41230264890098;1;5.0;7
tulipindicators-0.9.1:crossover_prep:ti_crossover_start;4.0;1.0;68.5324;126.33;4.0;1.0;60.91767875292167;126.94250954454398;0;0.0;1
pth-2.0.7:pth_attr_prep:pth_attr_set;9.0;1.0;206.439;107.459;3.0;1.0;51.80615605397529;132.44543420186244;0;0.0;2
transcoder-set:CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED_1_prep:f_gold;21.0;13.0;839.078;83.6808;24.0;13.0;973.5680650361815;80.74449569917991;1;23.0;2
transcoder-set:COUNTS_PATHS_POINT_REACH_ORIGIN_1_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;85.11011351724513;129.86396239303022;1;1.0;1
json.h:allow_inf_and_nan_prep:json_extract_value;3.0;1.0;89.8585;129.582;3.0;1.0;60.94436251225965;131.60068186195994;0;0.0;1
libosip2-5.3.1:osip_alert_info_prep:osip_message_get_alert_info;9.0;2.0;354.633;104.415;12.0;4.0;390.0;98.80054922999122;0;0.0;4
tar-1.34:xheader_prep:xheader_decode;16.0;4.0;510.526;92.7398;17.0;4.0;510.31662194328595;91.7597807520815;1;10.0;1
make-4.4.1:file_prep:split_prereqs;23.0;5.0;946.096;83.4228;29.0;5.0;813.4287645837558;80.45326410176739;0;0.0;2
libxml2:xmlIO_prep:xmlOutputBufferWrite;64.0;22.0;2570.23;57.737;29.0;8.0;980.4320168451094;78.79224235240338;0;0.0;4
tmux:options_prep:options_table_entry;5.0;1.0;76.1471;122.167;3.0;1.0;49.82892142331043;132.6477839755311;1;1.0;1
less-633:screen_prep:init;26.0;11.0;641.686;82.0755;30.0;11.0;638.7534993805638;79.78110559315004;1;19.0;0
gprolog-1.5.0:atom_prep:Pl_Create_Atom;8.0;1.0;235.225;108.688;6.0;1.0;190.16483617504394;114.45446207320816;0;0.0;1
wget-1.21.4:utils_prep:open_stat;28.0;6.0;1060.74;79.4113;19.0;6.0;867.199227100951;86.74069109248403;0;0.0;3
libxml2:libxml2-py_prep:libxml_htmlCtxtReadDoc;17.0;3.0;878.246;89.1667;27.0;4.0;998.432714865186;80.77527159599975;1;5.0;7
units-2.22:parse.tab_prep:makenumunit;13.0;2.0;247.588;100.327;12.0;2.0;253.82374477961895;101.49398371206632;1;2.0;2
dap-3.10:dapruns_prep:ecopy;15.0;3.0;315.782;96.5133;14.0;3.0;373.28516483252554;96.76108950869317;0;0.0;1
libxml2:dict_prep:xmlDictCleanup;3.0;1.0;18.0947;137.915;3.0;1.0;22.458839376460833;136.79172270480979;0;0.0;0
transcoder-set:DYNAMIC_PROGRAMMING_SET_8_MATRIX_CHAIN_MULTIPLICATION_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;98.09910819000814;129.1253938899138;0;0.0;1
gprolog-1.5.0:flag_c_prep:Pl_Sys_Var_Reset_Bit_2;5.0;1.0;123.19;119.666;5.0;1.0;108.41805003750011;120.32993395886251;1;1.0;2
transcoder-set:MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS_prep:main;24.0;3.0;5146.36;74.3861;17.0;3.0;1949.1119993884993;85.02127217915933;1;3.0;4
wget-1.21.4:warc_prep:warc_uuid_str;9.0;1.0;199.037;107.649;9.0;1.0;300.82814196102987;105.50095829444912;1;3.0;2
transcoder-set:MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS_1_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
tmux:layout_prep:layout_make_leaf;8.0;2.0;361.934;106.217;9.0;1.0;276.11528837383304;105.94670569915645;1;5.0;2
findutils-4.9.0:thread_prep:gl_thread_create;10.0;3.0;317.285;103.057;8.0;3.0;323.85477931016226;106.56551196757658;0;0.0;1
tinycc:tccgen_prep:vpushv;7.0;2.0;173.918;112.192;9.0;2.0;208.0838499786226;107.18766800565247;1;4.0;1
gprolog-1.5.0:arith_inl_c_prep:Pl_Fct_Fast_Sub;7.0;1.0;307.602;109.456;5.0;1.0;196.21499122004107;117.24520886784688;0;0.0;2
libxml2:xmlreader_prep:xmlTextReaderRelaxNGValidate;5.0;1.0;137.608;119.09;3.0;1.0;112.58797503894243;128.40905935836074;0;0.0;2
optipng-0.7.8:bitset_prep:opng_bitset_count;12.0;2.0;168.555;103.623;9.0;2.0;171.30037948837168;108.1991850196625;0;0.0;1
lodepng:lodepng_prep:lodepng_chunk_length;3.0;1.0;62.9075;131.436;3.0;1.0;53.77443751081734;132.2515302053208;0;0.0;1
less-633:screen_prep:goto_line;5.0;1.0;114.449;120.048;4.0;1.0;118.94197037642039;123.46312555240723;0;0.0;1
transcoder-set:N_TH_NUMBER_WHOSE_SUM_OF_DIGITS_IS_TEN_prep:f_gold;14.0;5.0;366.634;96.3946;15.0;5.0;364.3485746345679;95.30940937558219;0;0.0;3
libxml2:xmlunicode_prep:xmlUCSIsDeseret;4.0;2.0;95.1839;124.392;3.0;2.0;74.00879436282185;130.360724493381;0;0.0;1
gprolog-1.5.0:wam_inst_prep:Pl_Create_Functor_Arity_Tagged;6.0;1.0;215.493;113.804;4.0;1.0;206.71626164847697;120.58902624109831;0;0.0;2
transcoder-set:MULTIPLY_AN_INTEGER_WITH_3_5_prep:f_gold;3.0;1.0;85.1101;129.864;3.0;1.0;83.76180828526729;129.94699971644644;0;0.0;1
libxml2:globals_prep:__xmlLineNumbersDefaultValue;1.0;1.0;74.2309;148.373;3.0;1.0;83.76180828526729;129.94699971644644;0;0.0;0
gprolog-1.5.0:oper_prep:Pl_Create_Oper;14.0;1.0;588.668;94.8524;15.0;1.0;433.817894264827;95.321937534748;1;3.0;6
patch-2.7.6:pch_prep:pch_says_nonexistent;5.0;1.0;51.8062;124.17;3.0;1.0;38.039100017307746;134.05168511513583;0;0.0;1
gprolog-1.5.0:write_c_prep:Pl_Display_2;8.0;1.0;202.047;109.479;8.0;1.0;161.42124551085624;110.64615664966999;1;4.0;0
libxml2:xmlschemastypes_prep:xmlSchemaGetValType;7.0;2.0;133.438;113.569;7.0;2.0;85.11011351724513;115.90773705475752;0;0.0;1
transcoder-set:MINIMUM_PRODUCT_SUBSET_ARRAY_prep:f_gold;27.0;12.0;1032.45;78.761;28.0;12.0;1005.0091166283305;78.31197709819689;0;0.0;6
findutils-4.9.0:pred_prep:pred_false;8.0;1.0;188.87;109.83;8.0;1.0;171.30037948837168;110.33727019729594;1;4.0;3
libxml2:libxml2-py_prep:libxml_xmlNewReference;14.0;3.0;718.46;93.3563;8.0;2.0;237.74437510817341;108.40282760485465;0;0.0;3
transcoder-set:FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES_2_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
nettle-3.9.1:hmac-ripemd160_prep:nettle_hmac_ripemd160_update;6.0;1.0;131.77;116.362;5.0;1.0;122.62388523751017;119.68967231807088;1;1.0;3
uucp-1.07:protf_prep:ffstart;18.0;2.0;435.989;92.1124;16.0;2.0;383.0987084813817;94.69294076127225;1;11.0;2
libxml2:uri_prep:xmlParseURIRaw;19.0;5.0;539.758;89.4363;17.0;5.0;383.37395307124245;93.01708718992239;0;0.0;2
json.h:allow_leading_or_trailing_decimal_point_prep:json_extract_get_array_size;17.0;2.0;587.768;91.485;14.0;2.0;461.24771598720076;95.89080799375611;0;0.0;2
transcoder-set:N_TH_TERM_SERIES_2_12_36_80_150_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;144.94647495169912;127.09538533633435;0;0.0;2
transcoder-set:SPACE_OPTIMIZED_DP_SOLUTION_0_1_KNAPSACK_PROBLEM_1_prep:f_gold;10.0;3.0;525.145;100.437;12.0;3.0;587.7678815056815;96.89758529822825;1;6.0;4
findutils-4.9.0:util_prep:complete_pending_execs;16.0;5.0;507.799;92.5376;15.0;5.0;347.8356662537092;95.55058998901256;1;6.0;1
libxml2:valid_prep:xmlFreeElementContent;4.0;1.0;79.9545;125.528;3.0;1.0;70.32403072095333;130.85629035214467;0;0.0;1
transcoder-set:SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;118.94197037642039;128.12357512612607;0;0.0;2
tinycc:tccgen_prep:tcc_debug_funcstart;13.0;3.0;536.156;96.0788;14.0;3.0;681.2067961455824;93.63316844781733;1;6.0;2
json.h:allow_leading_plus_sign_prep:json_value_as_object;6.0;2.0;158.123;115.184;6.0;2.0;144.4295354570819;115.65497952596198;1;1.0;1
json.h:allow_leading_plus_sign_prep:json_skip_c_style_comments;40.0;11.0;1375.04;71.1337;43.0;12.0;1440.0;69.49208648440006;1;17.0;1
transcoder-set:FLOOR_IN_A_SORTED_ARRAY_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
wget-1.21.4:cookies_prep:cookie_jar_delete;18.0;5.0;697.582;88.9783;19.0;5.0;470.0;90.15587852504233;1;11.0;1
json.h:allow_json5_prep:is_valid_unquoted_key_char;4.0;7.0;214.053;119.028;4.0;7.0;178.41295556463058;119.97470699024475;0;0.0;1
tmux:imsg_prep:imsg_flush;8.0;3.0;187.983;109.394;8.0;3.0;180.94247824228052;109.59251528363674;0;0.0;1
transcoder-set:MAXIMUM_SUM_SUBSEQUENCE_LEAST_K_DISTANT_ELEMENTS_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
nettle-3.9.1:sha512_prep:nettle_sha512_init;14.0;1.0;346.385;97.61;14.0;1.0;359.4905936394403;97.41689359939798;1;4.0;1
nettle-3.9.1:md4_prep:nettle_md4_update;7.0;5.0;1331.9;100.916;29.0;5.0;1117.8085603634836;78.80035544805844;1;21.0;3
transcoder-set:MINIMUM_LENGTH_SUBARRAY_SUM_GREATER_GIVEN_VALUE_1_prep:f_filled;1.0;1.0;57.3594;149.713;3.0;1.0;68.53238859703687;130.99048733284963;0;0.0;3
tmux:variadic_prep:control_write;10.0;1.0;280.538;104.157;7.0;1.0;166.7970000576925;112.6390125619181;1;3.0;2
wget-1.21.4:css__prep:yy_scan_bytes;19.0;4.0;654.597;88.6632;20.0;4.0;600.32061526754;88.2823250377872;2;2.5;2
json.h:allow_hexadecimal_numbers_prep:json_extract_value;3.0;1.0;89.8585;129.582;3.0;1.0;60.94436251225965;131.60068186195994;0;0.0;1
transcoder-set:SUM_FIBONACCI_NUMBERS_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;144.94647495169912;127.09538533633435;0;0.0;2
screen-4.9.0:layer_prep:LayerCleanupMemory;7.0;3.0;179.848;111.787;10.0;3.0;228.897919110019;104.75508558582017;1;4.0;1
optipng-0.7.8:zutil_prep:zcalloc;5.0;2.0;212.607;116.598;10.0;2.0;288.44129532345625;103.78276526278857;1;5.0;3
rcs-5.10.1:rcsgen_prep:yesorno;25.0;10.0;825.975;81.6281;27.0;10.0;759.6451502855778;80.8166154037539;0;0.0;2
transcoder-set:TILING_WITH_DOMINOES_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;48.432042660922164;132.79564043134945;0;0.0;1
